stock,avg_return,volatility,avg_volume,risk_score,risk_cluster,risk_level
ARSHIYA,-0.0001581349973764,0.0401160403733809,462371.3063864188,5.052462942341157,2,High Risk
ARSSINFRA,9.922394915593612e-05,0.0354413943711253,28276.840743734843,5.186811665877885,2,High Risk
ARTEMISMED,0.0016372730129814,0.0427649916463284,145270.88888888888,3.243223429185748,0,Medium Risk
ARTNIRMAN,0.0029053146137615,0.0393174765454538,20124.396103896102,2.64494347977677,0,Low Risk
ARVEE,0.0021228268196107,0.0450586443040013,3174.7824933687,3.057338759710815,0,Medium Risk
ARVIND,0.0015092234158363,0.0332787524885714,2054005.6969205835,3.076390527668845,0,Medium Risk
ARVINDFASN,0.0004539370077796,0.0304381631730652,338045.76523151906,4.024436642202313,2,High Risk
ARVSMART,0.0017636389965896,0.0314114821347113,125142.17666126418,2.882278978434927,0,Low Risk
ASAHIINDIA,0.0008989766235644,0.0271732472345346,163073.21555915722,3.3393604234146204,0,Medium Risk
ASAHISONG,0.0010235827601235,0.0321529240483175,28092.206645056725,3.3883291740536983,0,Medium Risk
ASAL,0.0025298984452335,0.0358871581912995,35891.47977346279,2.684155941240964,0,Low Risk
ASALCBR,0.000996391570399,0.024822844398864,68220.89342629482,3.162960997573953,0,Medium Risk
ASHAPURMIN,0.0028042548205159,0.03575879276079,243499.20988654785,2.5887074597981115,0,Low Risk
ASHIANA,0.0011976821767525,0.0276840542328299,119825.54376012966,3.1060861204355623,0,Medium Risk
ASHIMASYN,0.0010180119015134,0.0364672003615576,205990.0291497976,3.515058662123836,0,High Risk
ASHOKA,0.0007517102837598,0.0303485845845093,1555048.9337105902,3.600936398192628,0,High Risk
ASHOKLEY,0.0008813750211249,0.0272099578499603,22393123.555105347,3.357815193644792,0,Medium Risk
ASIANENE,0.0018479350060531,0.0318775012633395,102222.1925925926,2.854443231597697,0,Low Risk
ASIANHOTNR,0.0003378480599975,0.0299880213894206,24119.87297734628,4.241176539044883,2,High Risk
ASIANPAINT,0.000705094186639,0.0166368246598481,1500795.602917342,3.0756724444014685,0,Medium Risk
ASIANTILES,-1.8836354818491744e-05,0.0307477145752622,780774.4343598055,5.559681005288146,2,High Risk
ASKAUTOLTD,-0.000592941893496,0.0204371660766372,936696.0405405406,3.4175080724944453,0,Medium Risk
ASMS,0.0023353063762858,0.068739734966436,24722.666936790924,3.375069643521124,0,Medium Risk
ASPINWALL,0.0008721875600442,0.034162118510059,11880.144246353322,3.587384564188881,0,High Risk
ASTEC,0.000867180626796,0.0297528099986358,49858.34764991896,3.458283613194224,0,High Risk
ASTERDM,0.0012580470059515,0.0263650109628095,661142.2807443365,3.016216841930466,0,Medium Risk
ASTRAL,0.000873976771004,0.026473676813902,451788.87115072936,3.3386485093950937,0,Medium Risk
ASTRAMICRO,0.0020650502575481,0.0303713546807215,607709.205834684,2.709916039547237,0,Low Risk
ASTRAZEN,0.00108456876629,0.0242096406939472,34764.21717990276,3.065142375976167,0,Medium Risk
ASTRON,-0.0005457060007809,0.0313985820614228,178988.80436540017,3.9045299338381,2,High Risk
ATFL,0.0007235008522299,0.0231643696442175,15841.06645056726,3.3717390010883306,0,Medium Risk
ATGL,0.0024504973038246,0.0362226527306263,1583316.071948262,2.721439636394929,0,Low Risk
ATL,0.0035230969623456,0.0439230082583017,2010942.9136690649,2.574370701948126,0,Low Risk
ATLANTA,0.0008242055629905,0.0348066400465309,59015.71661237785,3.654835099722905,0,High Risk
ATUL,0.0006601060050404,0.0186652513890783,35528.317666126415,3.2408766698639577,0,Medium Risk
ATULAUTO,0.0007639417225812,0.0284820344420569,203364.29392712552,3.525405401735704,0,High Risk
AUBANK,0.0004965824389815,0.0299932488475441,1970735.457860616,3.937205485330969,2,High Risk
AURIONPRO,0.0030200258493044,0.0366405503265543,61536.09967585089,2.545034586207366,0,Low Risk
AUROPHARMA,0.0005946507293554,0.0254169577661708,2992031.2868719613,3.6267260928181546,0,High Risk
AURUM,0.0022547701866251,0.0423853155463802,201188.4413904608,2.9444267349002766,0,Low Risk
AUSOMENT,0.0015416644692227,0.0403128202108297,22670.092382495943,3.2408746851534658,0,Medium Risk
AUTOAXLES,0.0007059361830599,0.0285675401945422,24286.727714748784,3.595842820077751,0,High Risk
AUTOBEES,0.0011798897546678,0.0108050844174203,56937.40576923077,2.245188931909138,0,Low Risk
AUTOIND,0.0013123353336827,0.0349674115794037,84982.36540016168,3.2487676169871973,0,Medium Risk
AVADHSUGAR,0.0008969195254972,0.0375249818043471,152301.1531604538,3.654312174192016,0,High Risk
AVALON,0.0017359363683903,0.0284454966407984,432742.0737327189,2.802980118861613,0,Low Risk
AVANTIFEED,0.0005990360507028,0.02542624064409,492696.23987034033,3.62095626481326,0,High Risk
AVONMORE,0.0016069329226339,0.0288664520512474,54062.506993007,2.885431710820776,0,Low Risk
AVROIND,0.0031695549591848,0.0479099014056115,38912.53823088456,2.750684331112557,0,Low Risk
AVTNPL,0.0015426555005496,0.0303776528577982,254303.98136142627,2.9700561977167035,0,Low Risk
AWHCL,0.0006648243944213,0.0285340919309755,275352.2464878672,3.645659551139965,0,High Risk
AWL,0.0012117888959153,0.0327104134728179,4946150.438356165,3.255621547270305,0,Medium Risk
AXISBANK,0.0005864024874,0.0232040198956631,14006892.269854132,3.5497687484909064,0,High Risk
AXISBNKETF,0.0008421103555334,0.0127480687968988,3505.121065375303,2.676311586606256,0,Low Risk
AXISBPSETF,0.0002078291573357,0.0016507887006967,223921.96137339057,1.850449383894288,0,Low Risk
AXISCADES,0.0024686553531393,0.0362691226254703,133493.5781376518,2.7160108790826256,0,Low Risk
AXISCETF,0.0009560262416823,0.0124632452588917,2590.98233995585,2.5496031510161283,0,Low Risk
AXISGOLD,-0.0003900282872519,0.0297947855767487,125270.92469635628,4.1239385547271175,2,High Risk
AXISHCETF,0.0005813741356645,0.010265390630776,7688.449712643678,2.776687689602456,0,Low Risk
AXISNIFTY,0.0052434599191564,0.2145516035214183,5827.788663967612,3.717277080103074,2,High Risk
AXISTECETF,0.0007030226007006,0.0142786906428069,6623.376373626374,2.932855386539415,0,Low Risk
AXITA,-0.0008756238968922,0.0571206080813602,1730720.9289099523,4.086778926060827,2,High Risk
AYMSYNTEX,0.0012395958815247,0.033794803787417,45990.641067097815,3.2668127105605254,0,Medium Risk
AZAD,0.0145315255631807,0.0456292183659425,1228742.9545454546,1.4155023929903243,0,Low Risk
BAFNAPH,0.0027237462689971,0.0338287534379083,7619.52366255144,2.563417163328132,0,Low Risk
BAGFILMS,0.0011685201901572,0.0362746063544669,275356.2113360324,3.387639296884319,0,Medium Risk
BAIDFIN,0.0001764991868029,0.033580276562035,512962.43636363634,4.807686548221829,2,High Risk
BAJAJ-AUTO,0.0009567935760388,0.0169738903017785,555398.4303079416,2.8368355709753,0,Low Risk
BAJAJCON,-4.885238401611931e-05,0.023694087969787,637813.414910859,5.076288346996861,2,High Risk
BAJAJELEC,0.0009499890792343,0.0241387228429303,213010.60129659643,3.177616191179644,0,Medium Risk
BAJAJFINSV,0.0005696581756646,0.0267603094241134,3979305.091572123,3.712624006113476,2,High Risk
BAJAJHCARE,0.0002681287423135,0.0289968593977235,116913.10854092528,4.379125643844207,2,High Risk
BAJAJHIND,0.0017713732759545,0.0372266742103761,9530819.472109944,3.039399995818091,0,Medium Risk
BAJAJHLDNG,0.0010989697609556,0.0216433307916245,59792.70664505673,2.9471514489274315,0,Low Risk
BAJEL,0.004355811161653,0.0583381582288065,1736513.86,2.6456499167658727,0,Low Risk
BAJFINANCE,0.0010221858484271,0.0246754955380392,2503518.02917342,3.135006185454481,0,Medium Risk
BALAJITELE,0.0008252692167647,0.0329313038763357,348204.0186084142,3.599803702128463,0,High Risk
BALAMINES,0.001850693585586,0.0328404276279779,125394.53808752024,2.8811772224353267,0,Low Risk
BALAXI,0.0030597684292007,0.0339599653271435,4603.62641815235,2.463649992364924,0,Low Risk
BALKRISHNA,0.0006293959661339,0.0376855550903442,25866.26307053942,3.963985265257863,2,High Risk
BALKRISIND,0.0009527168793659,0.021275977361803,521464.84846029175,3.054498262099295,0,Medium Risk
BALLARPUR,0.4955577600312015,12.358030427145488,8220.412621359223,3.255500378970461,1,Medium Risk
BALMLAWRIE,0.0005289957639485,0.0247429159062976,535821.9789303079,3.6972734792639073,2,High Risk
BALPHARMA,0.0009137533346922,0.0348025513690284,66481.5737439222,3.5647436124731566,0,High Risk
BALRAMCHIN,0.0012288818653563,0.0290412967593768,2114520.2755267425,3.1291232747528364,0,Medium Risk
BANARBEADS,0.0012848009037709,0.0361716492228913,30845.679902755262,3.300288760287758,0,Medium Risk
BANARISUG,0.0006860554739196,0.0233180643185279,2487.285251215559,3.4231106831692424,0,Medium Risk
BANCOINDIA,0.001612418251624,0.0295860425478584,205873.79416531604,2.905662366864663,0,Low Risk
BANDHANBNK,-0.0002387910052601,0.0318727114612919,8567321.12317666,4.55469547359642,2,High Risk
BANG,0.0011121449884614,0.0376488452715798,48197.54213938412,3.46759941844856,0,High Risk
BANKA,0.0011756294238302,0.0397681123871201,29480.74898373984,3.47119864889038,0,High Risk
BANKBARODA,0.0010562683219385,0.026838974488543,32613724.051053483,3.1868367403950693,0,Medium Risk
BANKBEES,-0.0001808736099186,0.0302133949881119,701654.7074554295,4.687389248735556,2,High Risk
BANKINDIA,0.0007026287654332,0.0285775103131542,9537443.431689572,3.6001818860000445,0,High Risk
BANSWRAS,0.0017673614032582,0.0330486373733259,75028.45623987034,2.928418721686292,0,Low Risk
BARBEQUE,0.0003562891915081,0.028013971191307,161071.19610570237,4.133488525693148,2,High Risk
BASF,0.0009758296651517,0.0237398152374799,49933.748784440846,3.1383821516753727,0,Medium Risk
BASML,-9.845707403287205e-05,0.0359476175546887,133624.43111831442,5.204750811022304,2,High Risk
BATAINDIA,0.000214106672578,0.0174243673557608,572239.1094003242,4.03375858366604,2,High Risk
BAYERCROP,0.000374610392647,0.0174672266715789,20400.80307941653,3.6323962893697375,0,High Risk
BBETF0432,0.000228249736852,0.0019546547448147,6950.919561243144,1.9394290951867053,0,Low Risk
BBL,0.0016428637697987,0.0255832998507168,22281.677471636955,2.7523150126010565,0,Low Risk
BBOX,0.0018499499022621,0.0400402487292026,92300.75364667748,3.069632544033789,0,Medium Risk
BBTC,0.0005931172103893,0.026432439107397,125241.88411669368,3.6670324803947154,2,High Risk
BBTCL,0.0018346738678564,0.028617150675804,9108.27957860616,2.7594856384977566,0,Low Risk
BCG,0.0023826798401952,0.0437021569723369,10140980.845718902,2.923312979201177,0,Low Risk
BCLIND,0.0030120642048745,0.0351057081758791,1557397.25,2.508014415499104,0,Low Risk
BCONCEPTS,0.0036755644068353,0.0360569732917398,19508.389697648377,2.356134225139939,0,Low Risk
BDL,0.0019066395440471,0.0290495932327671,690832.762560778,2.739338067482292,0,Low Risk
BEARDSELL,0.0015694029895236,0.0379650460135202,57158.92787682334,3.1672325932046776,0,Medium Risk
BECTORFOOD,0.0010263598903298,0.0241962811218685,380260.7576142132,3.1127078001550497,0,Medium Risk
BEDMUTHA,0.0028927451207681,0.0366196896962699,28713.81229773463,2.5829520127033376,0,Low Risk
BEL,0.0013088027049783,0.0306135574208214,29662547.90356564,3.123694214459621,0,Medium Risk
BEML,0.0015655067088377,0.0292791208075128,657941.2455429498,2.9220699913955577,0,Low Risk
BEPL,0.0006923955165453,0.0329387342387137,1154410.628038898,3.751115764834557,2,High Risk
BERGEPAINT,0.0007152110572873,0.0177325635301987,1310621.620745543,3.124658046797516,0,Medium Risk
BETA,0.0031322748005277,0.0388486103596348,6805.653710247349,2.5664074414229776,0,Low Risk
BFINVEST,0.0011936874863822,0.033572064522871,80066.12449474535,3.294008372454824,0,Medium Risk
BFUTILITIE,0.0018208210532035,0.0343536295114021,401676.9983805668,2.9383609257548025,0,Low Risk
BGLOBAL,0.0006067389558406,0.0187932903885592,5392.940842787682,3.3175098796247027,0,Medium Risk
BGRENERGY,0.0006492913071303,0.041191402731376,449736.5383993533,4.024884016703624,2,High Risk
BHAGCHEM,0.001798502212114,0.0243449870827667,10979.248299319728,2.626352665532718,0,Low Risk
BHAGERIA,0.0002637045210795,0.0308406972318295,61658.98460291734,4.4519726629613725,2,High Risk
BHAGYANGR,0.001532383356405,0.0357560864777934,69770.50405186386,3.1313212349698394,0,Medium Risk
BHANDARI,0.0008904825860615,0.0522370837266224,454560.0802269044,3.984139419874983,2,High Risk
BHARATFORG,0.0009275341315548,0.0241544244319616,1913576.199351702,3.1989659232030805,0,Medium Risk
BHARATGEAR,0.0004448326686544,0.0355905695723901,93647.14100486223,4.194549617745885,2,High Risk
BHARATRAS,0.0009027098896802,0.0249418252138698,3315.8419773095625,3.2532547695728025,0,Medium Risk
BHARATWIRE,0.0018566067903206,0.0350891299156281,199133.03565640195,2.940941532951179,0,Low Risk
BHARTIARTL,0.0013204600475455,0.019337877376756,11821573.87439222,2.681967173267429,0,Low Risk
BHEL,0.0014752922098731,0.0314252715396354,37108206.12722853,3.042083859491803,0,Medium Risk
BIGBLOC,0.0028543362612688,0.0420021933813537,121492.37034035656,2.722422004789842,0,Low Risk
BIKAJI,0.0017744331895727,0.0211641697539472,696454.953271028,2.5088648830309714,0,Low Risk
BIL,0.0010001539585716,0.035403258179542,13858.5498783455,3.501955607106796,0,High Risk
BINANIIND,-0.0008725984302707,0.0607128622157376,20517.820045558088,4.149832252175954,2,High Risk
BIOCON,-0.0002833415926439,0.0251602959323986,4032515.994327391,4.199217065590087,2,High Risk
BIOFILCHEM,0.0024969046411255,0.0367719236328729,57977.3835504886,2.7186541294644244,0,Low Risk
BIRET-RR,-1.8122271133694337e-05,0.0111426490836139,236239.25,4.557360119288065,2,High Risk
BIRLACABLE,0.0011834525925676,0.0404845820963705,219944.3500810373,3.4825775420352034,0,High Risk
BIRLACORPN,0.0012393721118172,0.0258591791756073,174471.8444084279,3.0109627795144003,0,Medium Risk
BIRLAMONEY,0.0012127639227862,0.0324166754275725,293871.9523039612,3.24623624794772,0,Medium Risk
BKMINDST,0.0003572492486228,0.0391882418328432,73727.88381742738,4.4625038585835215,2,High Risk
BLAL,0.0004517516805756,0.0321943758534433,389473.087962963,4.083441899803188,2,High Risk
BLBLIMITED,0.0027943391226297,0.0429174689466929,135261.07368421054,2.7617850733722555,0,Low Risk
BLISSGVS,0.0001548447975539,0.0290637065890885,517178.3517017829,4.745321024955487,2,High Risk
BLKASHYAP,0.0016569817916868,0.0350153126118507,452600.8302344382,3.0411472463031584,0,Medium Risk
